18,2
13,2
23,30
5,3
20,1
2,1
14,4
14,3
20,3
19,12225
17,300
2,4
4,1070
8,1
22,8
12,107
3,139
5,1
4,26
21,4
0,71
3,32
15,7
10,125
3,2
19,1
16,7
10,80
0,12
21,4
2,1
22,5000
5,71
2,10
23,300
22,2
0,2
2,1
2,216
9,8
22,20
17,2
0,52
20,270
10,10488
7,700
8,2000
22,4
9,40
22,3000
20,12
4,1
17,10000
1,2
1,26
21,1086
5,15
9,3
2,1
0,4
17,1
9,3
17,18
4,82
7,2
18,24
14,65
14,1377
3,83
6,3
1,2
2,1
2,4
9,4
15,3
16,3
14,1
6,10000
3,27
0,2
23,27
12,3
8,47
4,1
7,1
9,2311
8,1
14,2
9,1
16,4
19,6000
7,573
19,242769
16,8000
16,5
3,11
2,133
8,4
19,1641
21,1
21,167
13,2
23,34
4,18
1,3
6,189
9,70
23,584
3,3
8,28
20,50
14,17
15,20000
19,9
7,76
11,2
9,200
10,18
11,5
6,131
9,22
10,41
5,115
21,5
1,2
14,4
15,30
5,1
2,350
23,72
17,17
0,8
15,57
3,1
2,1
14,200
5,2
21,15
12,5000
6,7
15,305
21,150
17,12
20,22
21,1
15,2
0,8
7,3000
17,10
7,220
4,15
20,6
4,1879
23,10
6,43
5,3
9,2800
0,500
12,13
18,12
2,104
17,2
3,1
12,16
18,5
0,2
0,2
4,443
15,2
17,4
5,3
17,3
10,3
12,1
11,5
19,20
23,29
20,2
3,12000
5,23
12,71
2,10
13,9500
19,6
8,3
2,1
19,2
15,3
20,16
8,4
5,1
13,2
7,3
21,4
17,1100
14,3
11,3
17,1
14,8
1,2
14,2
13,738
20,11
2,1
0,62
14,29
3,4
23,12
13,2
22,1
13,2
13,3
9,126
7,2
2,200
1,1
14,43
11,3
2,4
23,2
9,10
8,4
0,19
6,2
14,1
23,3
15,9
15,1
4,8063
17,2
10,1
10,1
5,4
9,2
13,3
21,4
22,28
0,11
8,5000
1,3
11,6
17,653
8,4
16,3
2,75
0,4
0,170
0,1
3,8
13,545
14,5
14,2
13,231
0,2
19,1
22,4
2,60
12,60
2,9
8,6
3,2
3,4
18,238
1,2
9,3
1,171
13,11
21,1
19,81
12,3
15,20
18,4
21,2
21,4
22,4500
1,2
22,81
4,12
11,322
15,4
1,12
10,11000
21,3
12,1100
5,4
7,4
22,56
19,4
19,81
8,15
7,3
1,15700
11,1
14,2323
15,3
8,2205
18,3
9,3
13,1
2,2
13,5
11,12000
13,3
14,7000
5,1
19,21100
6,2
23,26
9,50
14,2
0,73342
8,1
11,143
11,7
17,82000
16,35
2,1
13,1100
16,1
13,10
17,3
14,2800
17,24
23,7
22,2
4,4
3,3
23,1
18,2
15,1
0,1
7,1
19,7
21,1390
13,1
2,3
4,4
18,31
17,11
16,6
17,844
3,339000
14,315
0,4
18,1
21,2
14,4
20,4
13,300
2,4
5,1
17,2
6,3
11,1
20,1001
8,2
7,44
13,1
12,300
21,15
14,4
6,5
4,50
16,3
10,1
19,2
17,5
15,2
4,1
2,261
5,48
1,2
10,900
6,2
10,4
22,11
1,3
21,100
4,2
13,2
17,3
2,4
11,2
2,261
3,5
2,4
0,2
0,177
15,1
18,4
19,20
7,1
13,2
17,1
15,16
15,4
23,2
5,2
21,10
11,3
3,1
12,3
18,3
17,1
1,11
23,1
7,2
1,4
21,37
8,2
10,1420
14,5
2,3
19,10
7,2
20,1
2,46
22,18
13,1
4,1
8,2
7,1
10,4
11,1
8,40
21,34
4,1
2,32
0,227899
20,1
16,2
5,1
2,612
16,1313
22,11
15,1
15,1
1,3
3,3
21,1
11,1
12,6
21,100
7,1
0,2
22,4
7,1
6,4
19,4
7,1
1,3
22,4
7,2
8,802
1,22
0,3
5,1
18,1
14,1
12,2
11,4
3,67
13,1
0,1
20,54
17,10
21,3
1,9
2,2
8,9
0,3
1,1
11,25
6,1
9,1
4,1
5,1
16,3
23,1
19,1
2,1
7,1
3,1
22,1
22,2
17,1
7,38
6,1
2,1
8,3
6,87652
19,2
8,8
20,1
23,13
0,1
9,1
15,1
7,1
9,4
12,5
8,43
3,2
11,7
21,1
15,74
8,9
9,13
23,166
17,6
22,2
18,2
19,5
19,23
1,306
17,1
21,19
8,7
17,1
13,2
20,1
7,81
8,11
17,192
10,1117
1,3
19,5
17,1
19,2
21,2
3,1
23,3
0,1
21,316000
9,7
21,1
6,500000
15,2
2,3
22,2
23,2220
20,11
12,2
3,17
7,1
19,1
19,3
0,4
11,1
21,1
14,431
0,2
18,7
20,200
13,1
4,25
5,18453
13,75
14,3
8,7
16,10
21,2
2,1
17,10
12,111
18,1
10,4
18,1
0,2
2,2
19,40
12,3
1,2
3,51
22,2
8,10
3,2
12,2
23,1
2,7
5,75
7,4
12,1
0,1
9,4
14,2
3,81
3,1
16,4
1,26
17,8
22,1
1,10
14,2
2,3
11,700
10,40
0,14
0,196
9,18
6,95532
2,1
14,3
5,4
7,42
23,4
0,5
11,4
7,22
0,3
5,1
13,8
20,1
23,4
23,4
11,1
22,2
9,1
11,5
10,1
4,6
10,1
19,2
10,3
2,8
13,1
3,1
8,1
13,2
18,1
21,4
6,2
1,1
6,8200
7,117
23,23
1,3
20,3
1,3
22,15
11,1
9,300
6,1
7,2
19,2
23,13
19,116
10,6
23,4
16,1
2,4
1,297
10,3
12,19
11,1
19,4
