8,802
14,2800
6,500000
2,75
21,1390
2,200
4,1
8,2000
9,2
1,4
6,189
13,9500
3,139
23,4
3,27
2,3
15,305
7,3000
1,3
5,2
19,1641
4,1
0,19
15,3
15,30
0,4
17,82000
2,216
8,6
4,8063
22,2
17,3
14,200
19,4
12,3
6,87652
3,4
6,10000
17,3
13,1100
17,300
22,20
8,28
1,306
5,1
18,12
9,3
4,4
23,72
3,339000
17,18
23,2220
20,50
2,32
6,2
20,3
2,60
3,12000
10,11000
6,131
16,8000
10,3
10,1420
21,100
14,7000
11,700
19,2
13,2
4,15
7,1
21,4
6,43
0,170
20,16
6,2
21,4
15,57
7,573
10,4
4,1
12,111
21,1086
0,2
3,51
0,52
21,150
11,5
23,4
9,2800
22,5000
9,22
10,10488
16,4
9,4
12,60
0,227899
4,443
17,4
18,3
4,2
13,2
11,1
12,16
23,12
13,3
2,3
0,62
14,2
21,15
0,4
4,26
17,10
3,83
2,104
23,29
17,653
8,4
6,7
9,70
19,242769
17,24
9,3
15,4
13,2
14,431
15,1
12,3
2,4
11,4
16,3
10,900
18,3
17,1100
20,4
12,13
0,14
1,3
13,2
20,270
15,16
23,7
18,5
3,3
22,2
20,12
3,1
23,300
21,3
2,3
17,844
17,2
21,100
15,1
19,20
15,2
14,8
0,2
10,4
17,192
19,81
12,5000
22,15
10,125
14,315
0,1
12,71
5,3
8,40
23,4
21,1
1,3
1,2
22,2
4,1070
11,143
22,81
13,2
10,1117
8,2
14,3
21,316000
17,3
17,2
9,126
18,24
14,1377
13,1
9,40
5,23
4,82
21,2
18,238
11,322
17,12
