4.9,1
5.6,43
5.1,3
4.4,4
4.2,2
4,10
5.8,4
5.3,19
5.9,2
7.1,1
6.4,3
3.8,9
6.4,1
6.7,8063
4.1,2
4.5,1
4.5,1
7.5,4
5.1,2
5.6,3
7,4
6.4,28
4.7,11
5.5,5000
4.4,3
4.6,6
6.9,653
6.2,4
7,3
7.5,75
5.5,4
7.7,170
4.7,1
7,8
5.3,545
6.4,5
6.2,2
7.7,231
5.5,2
7.2,1
6.2,4
6.9,60
6.7,60
7,9
6.1,6
6.1,2
5.4,4
7.8,238
6.4,2
5.9,3
5.9,171
8.3,11
6.8,1
7.1,81
7.8,3
6.5,20
6.4,4
5.9,2
6.8,4
5.6,4500
7,2
6.2,81
7.2,12
6.6,322
6.3,4
5.9,12
6.5,11000
7.1,3
6.1,1100
6.2,4
7.2,4
5.8,56
5.9,4
7,81
5,15
6,3
7.1,15700
6.1,1
5.9,2323
5.8,3
7,2205
7.2,3
6.4,3
6.6,1
5.4,2
5.4,5
5.6,12000
4.8,3
6,7000
6.6,1
6.6,21100
6.8,2
6.2,26
5.4,50
6.7,2
7.6,73342
5.2,1
6,143
5.8,7
7.7,82000
7.5,35
5.9,1
4.4,1100
4.6,1
7.5,10
5.7,3
6.5,2800
5.6,24
5.9,7
5.3,2
7.6,4
5.4,3
6.7,1
6.4,2
6.5,1
6.5,1
6.1,1
5.4,7
6.8,1390
4.2,1
6.5,3
6.7,4
6.8,31
7,11
6,6
7.7,844
7.7,339000
6.6,315
5.6,4
5.7,1
5.5,2
5,4
8.4,4
6.6,300
5.8,4
5.6,1
7.2,2
5.3,3
6.7,1
4.7,1001
5.9,2
6.5,44
5.4,1
7.4,300
7.5,15
6.1,4
7.1,5
5.9,50
6.6,3
5.7,1
5.4,2
4.3,5
5.5,2
6,1
6.5,261
6.2,48
6,2
7.6,900
6.2,2
5.7,4
5.4,11
7.3,3
6.3,100
5.7,2
5.5,2
5.2,3
7.5,4
6.3,2
6.3,261
5.4,5
6.5,4
5.7,2
6.4,177
5.8,1
6.8,4
7,20
5.2,1
6.8,2
5.8,1
5.9,16
5.5,4
5.7,2
6.3,2
5.3,10
7.3,3
4.5,1
5.6,3
5.6,3
6.5,1
6,11
4.9,1
6.5,2
6.6,4
7,37
5.3,2
5.4,1420
5.1,5
4.7,3
5.6,10
5.2,2
4.5,1
4.9,46
5.1,18
5.2,1
5.4,1
5.2,2
4,1
5.4,4
6.1,1
6.6,40
7.5,34
5,1
7.1,32
9.1,227899
6.3,1
5.9,2
4.8,1
6.4,612
8.6,1313
7.7,11
7.2,1
4.7,1
7.5,3
7.6,3
5.9,1
4.2,1
6.8,6
6.5,100
5.3,1
5.3,2
7,4
4.9,1
6.7,4
4.9,4
5.9,1
6.1,3
6.3,4
5.1,2
7.7,802
4.9,22
5.6,3
4.6,1
5.5,1
6.3,1
7,2
7.5,4
6.4,67
5,1
6.7,1
8.1,54
6.2,10
6.1,3
6.6,9
6.2,2
4.2,9
1.6,3
6.8,1
8.4,25
4.8,1
5.1,1
5.1,1
4.8,1
6.5,3
4.7,1
7.4,1
4.6,1
6.6,1
5.9,1
4.6,1
5,2
6.1,1
5.9,38
4.3,1
4.9,1
7.4,3
7.9,87652
5.6,2
6,8
5.5,1
6.9,13
5.5,1
6.2,1
6.8,1
5.6,1
6,4
6,5
5.9,43
5.4,2
6.1,7
5,1
6.6,74
6.3,9
5.7,13
6.4,166
7.3,6
4.1,2
4.5,2
7.6,5
6.1,23
6.3,306
5.5,1
5.4,19
7.3,7
5.4,1
3.4,2
6.4,1
7,81
6.1,11
8.1,192
7.5,1117
6.6,3
6.1,5
5.3,1
6.6,2
3.5,2
5.9,1
6,3
5.1,1
7,316000
4.4,7
4.7,1
8.8,500000
6.3,2
6.1,3
7.2,2
6.9,2220
5.6,11
5.2,2
7,17
6.2,1
5.8,1
5.7,3
4.9,4
5.8,1
5.2,1
7.8,431
5.5,2
6.5,7
7.2,200
6.3,1
5.5,25
9,18453
6.8,75
7.1,3
6.6,7
5.1,10
4.3,2
6,1
6.7,10
6.9,111
5.6,1
7.1,4
6.9,1
3.5,2
5,2
5.7,40
5.3,3
6.4,2
6.7,51
7.2,2
8.6,10
6.7,2
5.4,2
5.7,1
6.1,7
5.8,75
5.5,4
4.9,1
6.5,1
6.3,4
7.6,2
5.6,81
7.7,1
7.3,4
6.8,26
5.7,8
6.1,1
7.9,10
7,2
6,3
6.3,700
7.7,40
2.1,14
6.6,196
5.5,18
5.7,95532
6.1,1
5.7,3
6.3,4
6.1,42
6,4
5.8,5
7.7,4
6.8,22
7.1,3
5.3,1
5.6,8
5.5,1
8.2,4
6.1,4
6,1
4.5,2
6.9,1
6.9,5
6.3,1
5.6,6
5.3,1
5.1,2
6,3
4.9,8
6,1
7.3,1
5.9,1
6.2,2
5.6,1
3.4,4
4.7,2
6.4,1
7.8,8200
7.3,117
6,23
6.4,3
5.1,3
5.5,3
8.3,15
5.8,1
7.5,300
5.3,1
7.2,2
6.3,2
6.7,13
6.4,116
6.6,6
7.8,4
6.8,1
5.4,4
6.2,297
6.8,3
5.9,19
4.6,1
6.6,4
